GAZP;1;20140425;100000;125.9700000;126.0000000;125.3900000;125.6000000;400770
GAZP;1;20140425;100100;125.6000000;125.6700000;125.1600000;125.4400000;393130
GAZP;1;20140425;100200;125.4400000;125.5100000;125.0500000;125.2800000;419110
GAZP;1;20140425;100300;125.2300000;125.3900000;125.2100000;125.2900000;79340
GAZP;1;20140425;100400;125.2500000;125.3900000;125.2100000;125.3600000;221990
GAZP;1;20140425;100500;125.3900000;125.5800000;125.3700000;125.5100000;175170
GAZP;1;20140425;100600;125.5200000;125.5900000;125.4000000;125.4500000;110650
GAZP;1;20140425;100700;125.4500000;125.4700000;125.3500000;125.3900000;111570
GAZP;1;20140425;100800;125.3500000;125.3800000;125.2100000;125.2600000;464570
GAZP;1;20140425;100900;125.2900000;125.4500000;125.2300000;125.3500000;260920
GAZP;1;20140425;101000;125.3100000;125.4000000;125.2100000;125.3600000;134260
GAZP;1;20140425;101100;125.3600000;125.4800000;125.3600000;125.4400000;44890
GAZP;1;20140425;101200;125.4500000;125.5800000;125.4300000;125.5500000;75670
GAZP;1;20140425;101300;125.5600000;125.5900000;125.4700000;125.4800000;74830
GAZP;1;20140425;101400;125.4700000;125.4800000;125.3700000;125.4000000;117270
GAZP;1;20140425;101500;125.4000000;125.4800000;125.3300000;125.4400000;194020
GAZP;1;20140425;101600;125.4400000;125.4800000;125.4400000;125.4400000;156430
GAZP;1;20140425;101700;125.4500000;125.4800000;125.2600000;125.2800000;276710
GAZP;1;20140425;101800;125.2900000;125.3300000;124.4800000;124.8000000;1774720
GAZP;1;20140425;101900;124.8200000;124.8600000;124.5200000;124.7000000;938770
GAZP;1;20140425;102000;124.7000000;124.8000000;124.5500000;124.7000000;109440
GAZP;1;20140425;102100;124.7100000;124.7200000;124.5200000;124.5400000;549140
GAZP;1;20140425;102200;124.5300000;124.9400000;124.5300000;124.7500000;991170
GAZP;1;20140425;102300;124.7500000;124.8000000;124.7400000;124.7500000;44930
GAZP;1;20140425;102400;124.7600000;124.7900000;124.6600000;124.7200000;91470
GAZP;1;20140425;102500;124.7100000;124.7500000;124.6300000;124.6800000;52710
GAZP;1;20140425;102600;124.7000000;124.9900000;124.6700000;124.9900000;234630
GAZP;1;20140425;102700;124.9600000;125.0700000;124.9000000;125.0000000;165020
GAZP;1;20140425;102800;125.0100000;125.0400000;124.8700000;124.9500000;93710
GAZP;1;20140425;102900;124.9600000;124.9900000;124.9400000;124.9500000;21720
GAZP;1;20140425;103000;124.9400000;124.9500000;124.7000000;124.8200000;151220
GAZP;1;20140425;103100;124.8100000;124.8200000;124.7100000;124.7200000;36220
GAZP;1;20140425;103200;124.7200000;124.8500000;124.7000000;124.8000000;100490
GAZP;1;20140425;103300;124.8000000;124.9000000;124.8000000;124.8500000;37130
GAZP;1;20140425;103400;124.8500000;124.8800000;124.8000000;124.8300000;38170
GAZP;1;20140425;103500;124.8200000;124.8500000;124.8000000;124.8200000;10550
GAZP;1;20140425;103600;124.8300000;124.9200000;124.8200000;124.9000000;33120
GAZP;1;20140425;103700;124.9000000;125.0000000;124.9000000;124.9500000;69250
GAZP;1;20140425;103800;124.9500000;125.0000000;124.9100000;124.9200000;110100
GAZP;1;20140425;103900;124.9200000;124.9300000;124.7000000;124.7800000;279140
GAZP;1;20140425;104000;124.7600000;125.0000000;124.7500000;124.7900000;167850
GAZP;1;20140425;104100;124.8000000;124.8800000;124.5600000;124.5600000;119980
GAZP;1;20140425;104200;124.5600000;124.5900000;124.5000000;124.5300000;128930
GAZP;1;20140425;104300;124.5300000;124.6000000;124.5100000;124.5300000;202990
GAZP;1;20140425;104400;124.5300000;124.5900000;124.3800000;124.5500000;285610
GAZP;1;20140425;104500;124.5700000;124.5900000;124.5000000;124.5700000;47750
GAZP;1;20140425;104600;124.5700000;124.5800000;124.4000000;124.4200000;125110
GAZP;1;20140425;104700;124.4100000;124.5700000;124.4100000;124.5100000;39870
GAZP;1;20140425;104800;124.5100000;124.5400000;124.4200000;124.5100000;59660
GAZP;1;20140425;104900;124.5100000;124.5700000;124.5000000;124.5600000;14960
GAZP;1;20140425;105000;124.5600000;124.5900000;124.5100000;124.5800000;144640
GAZP;1;20140425;105100;124.5800000;124.7900000;124.5700000;124.7500000;104450
GAZP;1;20140425;105200;124.7200000;124.8000000;124.6500000;124.6600000;22390
GAZP;1;20140425;105300;124.6600000;124.7500000;124.6500000;124.6600000;21560
GAZP;1;20140425;105400;124.6600000;124.7600000;124.6500000;124.7200000;26440
GAZP;1;20140425;105500;124.7300000;124.9500000;124.7100000;124.7600000;135880
GAZP;1;20140425;105600;124.7900000;124.8000000;124.7000000;124.7300000;12710
GAZP;1;20140425;105700;124.7100000;124.8000000;124.7000000;124.7100000;26290
GAZP;1;20140425;105800;124.7100000;124.7500000;124.7100000;124.7100000;33390
GAZP;1;20140425;105900;124.7100000;124.8000000;124.7000000;124.7600000;50170
GAZP;1;20140425;110000;124.7700000;124.9000000;124.5800000;124.8800000;383670
GAZP;1;20140425;110100;124.8900000;124.9900000;124.6500000;124.8600000;124300
GAZP;1;20140425;110200;124.8500000;125.0000000;124.7500000;125.0000000;361790
GAZP;1;20140425;110300;124.9700000;125.1800000;124.9200000;125.0900000;385610
GAZP;1;20140425;110400;125.1000000;125.1500000;125.0600000;125.1500000;62110
GAZP;1;20140425;110500;125.1500000;125.3600000;125.1200000;125.2500000;522570
GAZP;1;20140425;110600;125.2400000;125.3500000;125.2200000;125.3400000;129250
GAZP;1;20140425;110700;125.3500000;125.3800000;125.3000000;125.3300000;147750
GAZP;1;20140425;110800;125.3400000;125.3800000;125.2700000;125.3200000;172480
GAZP;1;20140425;110900;125.3300000;125.3700000;125.3000000;125.3200000;107470
GAZP;1;20140425;111000;125.3200000;125.3700000;125.3000000;125.3600000;52080
GAZP;1;20140425;111100;125.3500000;125.7500000;125.3500000;125.7300000;390470
GAZP;1;20140425;111200;125.7300000;125.8700000;125.6900000;125.8700000;190500
GAZP;1;20140425;111300;125.8700000;125.9100000;125.7000000;125.8600000;412520
GAZP;1;20140425;111400;125.8400000;126.0000000;125.8400000;125.9000000;252860
GAZP;1;20140425;111500;125.9000000;125.9500000;125.7600000;125.8400000;174970
GAZP;1;20140425;111600;125.8400000;126.1300000;125.8400000;126.1100000;369390
GAZP;1;20140425;111700;126.0700000;126.2800000;126.0700000;126.1100000;181080
GAZP;1;20140425;111800;126.1300000;126.2800000;125.9400000;126.0100000;391380
GAZP;1;20140425;111900;126.0000000;126.0500000;125.7600000;125.7900000;145440
GAZP;1;20140425;112000;125.8000000;125.8000000;125.4400000;125.6000000;338500
GAZP;1;20140425;112100;125.5700000;125.5900000;125.4700000;125.4700000;161820
GAZP;1;20140425;112200;125.4900000;125.5300000;125.4800000;125.5100000;48220
GAZP;1;20140425;112300;125.5100000;125.7000000;125.4700000;125.6500000;274430
GAZP;1;20140425;112400;125.6200000;125.6600000;125.4800000;125.4800000;92040
GAZP;1;20140425;112500;125.4800000;125.5000000;125.3400000;125.4400000;122230
GAZP;1;20140425;112600;125.4400000;125.4500000;125.3000000;125.4100000;65370
GAZP;1;20140425;112700;125.4100000;125.4100000;125.2800000;125.2900000;48740
GAZP;1;20140425;112800;125.2900000;125.4000000;125.2700000;125.3800000;129380
GAZP;1;20140425;112900;125.3700000;125.4100000;125.3300000;125.3600000;5370
GAZP;1;20140425;113000;125.3600000;125.3600000;125.3000000;125.3000000;33070
GAZP;1;20140425;113100;125.3000000;125.3000000;125.1400000;125.1600000;147820
GAZP;1;20140425;113200;125.1600000;125.2200000;125.1500000;125.2200000;14470
GAZP;1;20140425;113300;125.2200000;125.3700000;125.2100000;125.3100000;177380
GAZP;1;20140425;113400;125.3500000;125.4400000;125.1800000;125.2700000;350700
GAZP;1;20140425;113500;125.2700000;125.4000000;125.2500000;125.4000000;110450
GAZP;1;20140425;113600;125.3800000;125.4900000;125.3600000;125.3900000;58830
GAZP;1;20140425;113700;125.4000000;125.4300000;125.3500000;125.3500000;15060
GAZP;1;20140425;113800;125.3500000;125.3700000;125.1100000;125.1500000;109630
GAZP;1;20140425;113900;125.1200000;125.1500000;124.8800000;124.9000000;341910
GAZP;1;20140425;114000;124.9000000;124.9200000;124.8000000;124.8000000;265200
GAZP;1;20140425;114100;124.8200000;124.8500000;124.7500000;124.8500000;132370
GAZP;1;20140425;114200;124.8500000;124.9200000;124.7900000;124.8100000;181600
GAZP;1;20140425;114300;124.8100000;125.0900000;124.8000000;125.0800000;252130
GAZP;1;20140425;114400;125.0400000;125.1100000;125.0000000;125.0100000;79830
GAZP;1;20140425;114500;125.0000000;125.1000000;125.0000000;125.0100000;48630
GAZP;1;20140425;114600;125.0200000;125.1100000;124.9400000;125.0000000;84860
GAZP;1;20140425;114700;125.0000000;125.0400000;124.9400000;125.0100000;70090
GAZP;1;20140425;114800;125.0100000;125.0700000;125.0000000;125.0500000;29160
GAZP;1;20140425;114900;125.0600000;125.2700000;125.0500000;125.2100000;159660
GAZP;1;20140425;115000;125.2200000;125.4900000;125.2100000;125.3500000;124290
GAZP;1;20140425;115100;125.3500000;125.4200000;125.3100000;125.3500000;40790
GAZP;1;20140425;115200;125.3600000;125.5900000;125.3600000;125.5000000;129370
GAZP;1;20140425;115300;125.5000000;125.5900000;125.4800000;125.5400000;36100
GAZP;1;20140425;115400;125.5400000;125.5500000;125.3500000;125.4100000;119520
GAZP;1;20140425;115500;125.4100000;125.4200000;125.3800000;125.3800000;52450
GAZP;1;20140425;115600;125.3800000;125.4800000;125.3600000;125.3700000;37550
GAZP;1;20140425;115700;125.3700000;125.4900000;125.3600000;125.4500000;17600
GAZP;1;20140425;115800;125.4500000;125.4900000;125.4200000;125.4700000;12970
GAZP;1;20140425;115900;125.4500000;125.5500000;125.4300000;125.4300000;136480
GAZP;1;20140425;120000;125.4300000;125.5000000;125.4100000;125.4500000;50020
GAZP;1;20140425;120100;125.4500000;125.5000000;125.4100000;125.4100000;33050
GAZP;1;20140425;120200;125.4200000;125.4700000;125.3600000;125.4600000;44810
GAZP;1;20140425;120300;125.4400000;125.5600000;125.4200000;125.4900000;81290
GAZP;1;20140425;120400;125.4600000;125.5800000;125.4300000;125.4700000;113010
GAZP;1;20140425;120500;125.4700000;125.7800000;125.4500000;125.6500000;149830
GAZP;1;20140425;120600;125.6500000;125.7100000;125.5300000;125.5500000;43200
GAZP;1;20140425;120700;125.5500000;125.6500000;125.5400000;125.6200000;23050
GAZP;1;20140425;120800;125.6200000;125.7100000;125.5700000;125.7100000;32170
GAZP;1;20140425;120900;125.7200000;125.7600000;125.5600000;125.5800000;81390
GAZP;1;20140425;121000;125.5800000;125.5900000;125.5200000;125.5300000;11960
GAZP;1;20140425;121100;125.5300000;125.5300000;125.4500000;125.4500000;90070
GAZP;1;20140425;121200;125.4600000;125.4600000;125.3500000;125.3500000;63600
GAZP;1;20140425;121300;125.3500000;125.4300000;125.3300000;125.4000000;102540
GAZP;1;20140425;121400;125.4100000;125.5000000;125.3700000;125.3900000;11200
GAZP;1;20140425;121500;125.3900000;125.4000000;125.3000000;125.3200000;18110
GAZP;1;20140425;121600;125.3100000;125.3300000;125.2600000;125.3000000;85370
GAZP;1;20140425;121700;125.3000000;125.3600000;125.2900000;125.3500000;14460
GAZP;1;20140425;121800;125.3500000;125.3600000;125.2900000;125.3500000;9850
GAZP;1;20140425;121900;125.3400000;125.3400000;125.2800000;125.2900000;6130
GAZP;1;20140425;122000;125.2900000;125.3500000;125.2800000;125.3000000;15550
GAZP;1;20140425;122100;125.3000000;125.3600000;125.1600000;125.3000000;77120
GAZP;1;20140425;122200;125.3000000;125.3500000;125.2900000;125.2900000;9400
GAZP;1;20140425;122300;125.2900000;125.4600000;125.1900000;125.4000000;162010
GAZP;1;20140425;122400;125.4200000;125.4300000;125.2500000;125.3300000;12270
GAZP;1;20140425;122500;125.3300000;125.5400000;125.3300000;125.4300000;41980
GAZP;1;20140425;122600;125.4300000;125.4900000;125.3900000;125.4200000;32850
GAZP;1;20140425;122700;125.4200000;125.5500000;125.4200000;125.5200000;11880
GAZP;1;20140425;122800;125.5300000;125.5700000;125.5100000;125.5400000;51710
GAZP;1;20140425;122900;125.5400000;125.6700000;125.5400000;125.6600000;39720
GAZP;1;20140425;123000;125.6600000;125.7000000;125.5300000;125.5700000;165970
GAZP;1;20140425;123100;125.5700000;125.5900000;125.4100000;125.5600000;36920
GAZP;1;20140425;123200;125.5600000;125.6900000;125.5600000;125.6700000;28340
GAZP;1;20140425;123300;125.6600000;125.7300000;125.5800000;125.6900000;55590
GAZP;1;20140425;123400;125.6900000;125.7100000;125.6300000;125.6700000;21480
GAZP;1;20140425;123500;125.6600000;125.7600000;125.6300000;125.7300000;164660
GAZP;1;20140425;123600;125.7600000;125.7900000;125.7200000;125.7600000;36910
GAZP;1;20140425;123700;125.7600000;125.9300000;125.7500000;125.8000000;216720
GAZP;1;20140425;123800;125.8100000;125.8100000;125.7500000;125.7500000;172970
GAZP;1;20140425;123900;125.7500000;125.9000000;125.7500000;125.7800000;37780
GAZP;1;20140425;124000;125.7500000;125.7800000;125.7500000;125.7500000;24770
GAZP;1;20140425;124100;125.7600000;125.8600000;125.7500000;125.7900000;50190
GAZP;1;20140425;124200;125.8000000;125.8400000;125.7500000;125.7600000;16610
GAZP;1;20140425;124300;125.7500000;125.8000000;125.7500000;125.7500000;22950
GAZP;1;20140425;124400;125.7500000;125.8800000;125.7500000;125.8700000;55340
GAZP;1;20140425;124500;125.8700000;125.9000000;125.8500000;125.8500000;60470
GAZP;1;20140425;124600;125.8500000;125.8600000;125.8500000;125.8500000;14120
GAZP;1;20140425;124700;125.8500000;125.8700000;125.7500000;125.7500000;26780
GAZP;1;20140425;124800;125.7500000;125.8300000;125.7500000;125.8300000;16990
GAZP;1;20140425;124900;125.7900000;125.9900000;125.7800000;125.9400000;180630
GAZP;1;20140425;125000;125.9500000;126.1300000;125.9100000;125.9600000;239910
GAZP;1;20140425;125100;125.9200000;126.0600000;125.9100000;125.9600000;58760
GAZP;1;20140425;125200;125.9700000;126.0800000;125.9600000;126.0500000;28550
GAZP;1;20140425;125300;126.0500000;126.0800000;125.9500000;125.9800000;23320
GAZP;1;20140425;125400;125.9900000;126.0300000;125.9200000;125.9500000;16130
GAZP;1;20140425;125500;125.9200000;125.9700000;125.9100000;125.9200000;9770
GAZP;1;20140425;125600;125.9100000;125.9400000;125.9100000;125.9400000;2980
GAZP;1;20140425;125700;125.9700000;126.1900000;125.9700000;126.1500000;158910
GAZP;1;20140425;125800;126.1500000;126.5600000;126.1500000;126.2600000;650460
GAZP;1;20140425;125900;126.2700000;126.4300000;126.2600000;126.3900000;83500
GAZP;1;20140425;130000;126.3700000;126.4400000;126.2000000;126.2600000;152040
GAZP;1;20140425;130100;126.2700000;126.3000000;126.0600000;126.1300000;207520
GAZP;1;20140425;130200;126.1300000;126.1900000;126.0900000;126.1100000;82100
GAZP;1;20140425;130300;126.1000000;126.1600000;126.0000000;126.1600000;221250
GAZP;1;20140425;130400;126.1600000;126.1800000;126.0000000;126.0300000;203180
GAZP;1;20140425;130500;126.0300000;126.0900000;126.0000000;126.0200000;51780
GAZP;1;20140425;130600;126.0300000;126.1000000;126.0200000;126.0700000;16400
GAZP;1;20140425;130700;126.0700000;126.1100000;126.0200000;126.0400000;25790
GAZP;1;20140425;130800;126.0400000;126.1100000;126.0000000;126.0300000;61250
GAZP;1;20140425;130900;126.0200000;126.4700000;126.0200000;126.4200000;95230
GAZP;1;20140425;131000;126.4500000;126.6300000;126.4000000;126.4800000;453890
GAZP;1;20140425;131100;126.4700000;126.4900000;126.3400000;126.3900000;77740
GAZP;1;20140425;131200;126.3700000;126.4300000;126.3500000;126.3600000;45700
GAZP;1;20140425;131300;126.3500000;126.3600000;126.1200000;126.2300000;129570
GAZP;1;20140425;131400;126.2200000;126.4700000;126.2100000;126.3900000;136970
GAZP;1;20140425;131500;126.3900000;126.5600000;126.3000000;126.3900000;114110
GAZP;1;20140425;131600;126.3900000;126.4700000;126.2700000;126.4000000;120410
GAZP;1;20140425;131700;126.3700000;126.3900000;126.1600000;126.1800000;87940
GAZP;1;20140425;131800;126.1500000;126.2300000;126.1000000;126.1400000;72950
GAZP;1;20140425;131900;126.1200000;126.2300000;125.7700000;125.9600000;256250
GAZP;1;20140425;132000;125.9300000;125.9300000;125.5700000;125.6000000;318850
GAZP;1;20140425;132100;125.5900000;125.8600000;125.5600000;125.8200000;80670
GAZP;1;20140425;132200;125.8300000;125.9400000;125.7500000;125.9400000;96120
GAZP;1;20140425;132300;125.9800000;126.1000000;125.8700000;125.9300000;118160
GAZP;1;20140425;132400;125.9000000;125.9400000;125.8300000;125.9400000;36880
GAZP;1;20140425;132500;125.9500000;125.9600000;125.9000000;125.9300000;42460
GAZP;1;20140425;132600;125.9400000;125.9700000;125.9100000;125.9300000;22370
GAZP;1;20140425;132700;125.8800000;125.9100000;125.8800000;125.9100000;1930
GAZP;1;20140425;132800;125.8900000;125.9100000;125.8500000;125.8500000;14420
GAZP;1;20140425;132900;125.8500000;125.8500000;125.7000000;125.7700000;54940
GAZP;1;20140425;133000;125.7600000;125.7900000;125.6400000;125.7000000;75760
GAZP;1;20140425;133100;125.7000000;125.9700000;125.6900000;125.9300000;285240
GAZP;1;20140425;133200;125.9100000;125.9500000;125.7100000;125.8100000;152220
GAZP;1;20140425;133300;125.7900000;125.9600000;125.7400000;125.9100000;46950
GAZP;1;20140425;133400;125.9100000;125.9700000;125.8600000;125.9500000;106140
GAZP;1;20140425;133500;125.9500000;126.0400000;125.7700000;126.0000000;531690
GAZP;1;20140425;133600;126.0000000;126.0400000;125.8600000;125.9000000;284630
GAZP;1;20140425;133700;125.9100000;125.9600000;125.9000000;125.9000000;5670
GAZP;1;20140425;133800;125.9000000;125.9600000;125.8400000;125.9000000;12410
GAZP;1;20140425;133900;125.9000000;126.2900000;125.9000000;126.0100000;160270
GAZP;1;20140425;134000;126.0100000;126.1200000;126.0000000;126.1200000;21220
GAZP;1;20140425;134100;126.1500000;126.1900000;126.0000000;126.0000000;7520
GAZP;1;20140425;134200;126.0000000;126.0200000;125.8600000;125.8900000;61330
GAZP;1;20140425;134300;125.8900000;125.9300000;125.7800000;125.7900000;56780
GAZP;1;20140425;134400;125.8000000;126.0000000;125.7800000;125.8200000;76370
GAZP;1;20140425;134500;125.8200000;125.8400000;125.8200000;125.8400000;6070
GAZP;1;20140425;134600;125.8400000;125.9100000;125.8200000;125.8600000;14920
GAZP;1;20140425;134700;125.8600000;125.9400000;125.8600000;125.9300000;11250
GAZP;1;20140425;134800;125.9300000;125.9400000;125.8800000;125.9000000;25150
GAZP;1;20140425;134900;125.9000000;126.1000000;125.9000000;126.0500000;47390
GAZP;1;20140425;135000;126.0500000;126.0900000;125.8900000;125.8900000;49900
GAZP;1;20140425;135100;125.9100000;126.4000000;125.8600000;126.3400000;394700
GAZP;1;20140425;135200;126.3300000;126.4900000;126.1200000;126.2900000;133490
GAZP;1;20140425;135300;126.2700000;126.3500000;126.2000000;126.2000000;145620
GAZP;1;20140425;135400;126.2100000;126.2100000;126.1000000;126.1300000;86510
GAZP;1;20140425;135500;126.1400000;126.2100000;126.0300000;126.0300000;83510
GAZP;1;20140425;135600;126.0400000;126.0700000;125.9100000;125.9800000;46710
GAZP;1;20140425;135700;126.0000000;126.0400000;125.9700000;126.0000000;6040
GAZP;1;20140425;135800;126.0100000;126.0400000;125.9300000;125.9700000;25820
GAZP;1;20140425;135900;125.9900000;126.0400000;125.9500000;126.0100000;51270
GAZP;1;20140425;140000;126.0100000;126.1700000;126.0100000;126.0700000;35890
GAZP;1;20140425;140100;126.0400000;126.1700000;126.0300000;126.0600000;17530
GAZP;1;20140425;140200;126.0700000;126.1600000;126.0500000;126.0700000;5790
GAZP;1;20140425;140300;126.0700000;126.1700000;126.0100000;126.0100000;57350
GAZP;1;20140425;140400;126.0200000;126.1700000;126.0000000;126.1400000;22750
GAZP;1;20140425;140500;126.1400000;126.2700000;126.1400000;126.2200000;14780
GAZP;1;20140425;140600;126.2300000;126.2900000;126.0200000;126.0500000;112240
GAZP;1;20140425;140700;126.0400000;126.0600000;126.0200000;126.0200000;23130
GAZP;1;20140425;140800;126.0200000;126.0800000;126.0200000;126.0700000;9710
GAZP;1;20140425;140900;126.0600000;126.2600000;126.0500000;126.2200000;43510
GAZP;1;20140425;141000;126.2100000;126.2600000;126.1500000;126.2100000;25970
GAZP;1;20140425;141100;126.2300000;126.5000000;126.1900000;126.3800000;305080
GAZP;1;20140425;141200;126.3800000;126.5700000;126.3800000;126.5600000;286790
GAZP;1;20140425;141300;126.5700000;126.5900000;126.3500000;126.4000000;143660
GAZP;1;20140425;141400;126.4000000;126.4800000;126.3500000;126.3500000;32670
GAZP;1;20140425;141500;126.3300000;126.4400000;126.0500000;126.1900000;362410
GAZP;1;20140425;141600;126.2000000;126.3400000;126.1500000;126.3300000;18090
GAZP;1;20140425;141700;126.3400000;126.5400000;126.3100000;126.5200000;139990
GAZP;1;20140425;141800;126.5200000;126.5500000;126.4000000;126.4500000;193980
